datetime,count
2011-01-20 00:00:00,11.474338242332227
2011-01-20 01:00:00,4.930706518464002
2011-01-20 02:00:00,3.296874060234484
2011-01-20 03:00:00,2.978957385798679
2011-01-20 04:00:00,2.596010520381686
2011-01-20 05:00:00,5.914718216004661
2011-01-20 06:00:00,37.95299336949743
2011-01-20 07:00:00,104.4527828410642
2011-01-20 08:00:00,234.24041518567344
2011-01-20 09:00:00,133.4524378116596
2011-01-20 10:00:00,62.27705052180558
2011-01-20 11:00:00,63.80447958493848
2011-01-20 12:00:00,80.04558051620154
2011-01-20 13:00:00,72.80904652562144
2011-01-20 14:00:00,80.10684679677216
2011-01-20 15:00:00,84.63795698322464
2011-01-20 16:00:00,90.65272377333127
2011-01-20 17:00:00,196.66430539392695
2011-01-20 18:00:00,174.8106274922599
2011-01-20 19:00:00,102.53725462495741
2011-01-20 20:00:00,73.01770754226284
2011-01-20 21:00:00,49.561090512723545
2011-01-20 22:00:00,42.83047455360324
2011-01-20 23:00:00,24.937383921784193
2011-01-21 00:00:00,13.688302250145934
2011-01-21 01:00:00,5.637228042898706
2011-01-21 02:00:00,3.140112091252785
2011-01-21 03:00:00,2.0090117310625883
2011-01-21 04:00:00,1.975615417667612
2011-01-21 05:00:00,2.81617738412389
2011-01-21 06:00:00,34.4863218653562
2011-01-21 07:00:00,98.80759773163099
2011-01-21 08:00:00,202.479906463541
2011-01-21 09:00:00,131.2412341120969
2011-01-21 10:00:00,49.60003797054789
2011-01-21 11:00:00,62.21994071197291
2011-01-21 12:00:00,67.41838012295206
2011-01-21 13:00:00,62.754951119176035
2011-01-21 14:00:00,59.39513359659245
2011-01-21 15:00:00,57.39386767798811
2011-01-21 16:00:00,83.21172292284552
2011-01-21 17:00:00,143.9419522826362
2011-01-21 18:00:00,141.71374972130727
2011-01-21 19:00:00,101.32076524255856
2011-01-21 20:00:00,66.95785555473314
2011-01-21 21:00:00,44.34569137471972
2011-01-21 22:00:00,32.175530619804356
2011-01-21 23:00:00,20.224572424647246
2011-01-22 00:00:00,20.70242255729846
2011-01-22 01:00:00,16.59121256810167
2011-01-22 02:00:00,12.703366500086643
2011-01-22 03:00:00,6.57752426381547
2011-01-22 04:00:00,2.007186299305293
2011-01-22 06:00:00,3.3285842684347102
2011-01-22 07:00:00,11.115193849527838
2011-01-22 08:00:00,16.786193262937946
2011-01-22 09:00:00,27.62373604923887
2011-01-22 10:00:00,44.210443405976065
2011-01-22 11:00:00,46.489168863211404
2011-01-22 12:00:00,51.03190280962865
2011-01-22 13:00:00,54.159890834499116
2011-01-22 14:00:00,52.62704083657782
2011-01-22 15:00:00,53.01996050584949
2011-01-22 16:00:00,54.533730341026754
2011-01-22 17:00:00,54.81585210410102
2011-01-22 18:00:00,45.334942315393405
2011-01-22 19:00:00,34.23194436481761
2011-01-22 20:00:00,34.39407010463988
2011-01-22 21:00:00,35.77523220653715
2011-01-22 22:00:00,29.091197291735725
2011-01-22 23:00:00,18.92351123492185
2011-01-23 00:00:00,25.5238353186062
2011-01-23 01:00:00,20.92412905067781
2011-01-23 02:00:00,13.560668811447519
2011-01-23 03:00:00,10.29899439964578
2011-01-23 05:00:00,2.313170882213538
2011-01-23 06:00:00,2.2571864330483375
2011-01-23 07:00:00,7.1813636705040516
2011-01-23 08:00:00,14.349088213964002
2011-01-23 09:00:00,24.24583196400209
2011-01-23 10:00:00,47.81248468824335
2011-01-23 11:00:00,51.930860322901424
2011-01-23 12:00:00,59.709757285431515
2011-01-23 13:00:00,55.7634580859797
2011-01-23 14:00:00,60.012012940558556
2011-01-23 15:00:00,59.73907115530537
2011-01-23 16:00:00,60.11366347735887
2011-01-23 17:00:00,55.02944730880694
2011-01-23 18:00:00,48.168881344339674
2011-01-23 19:00:00,34.74199995460757
2011-01-23 20:00:00,30.77053901375441
2011-01-23 21:00:00,24.36002517827974
2011-01-23 22:00:00,17.765477471244196
2011-01-23 23:00:00,12.29591911316884
2011-01-24 00:00:00,9.508797375092476
2011-01-24 01:00:00,3.6493977283972017
2011-01-24 03:00:00,1.7538925729546233
2011-01-24 04:00:00,2.2836653873927366
2011-01-24 05:00:00,5.430220717729072
2011-01-24 06:00:00,29.221451281879226
2011-01-24 07:00:00,81.55051401825861
2011-01-24 08:00:00,178.68427565018638
2011-01-24 09:00:00,110.23690579820732
2011-01-24 10:00:00,41.394570830489414
2011-01-24 11:00:00,37.907179343861216
